
-1.8123533569872528,3.365773297065079,3035.8522041240335,r
7.58365278721352,6.409587363580601,6169.37189886636,g
-1.9202332269918472,4.253172572063554,3844.230072152455,r
-5.692426373602285,4.57364120878122,490.48745366776706,r
-7.8741679581307915,2.071315957712679,1928.5036731352257,r
-3.192557415569499,6.347410117041768,5739.038652329012,r
-7.160562496319548,4.893645892140629,9493.380085517343,r
-9.909240099636138,5.185589587952519,5286.178290280609,r
-6.1607754554325345,6.723884755631494,4955.781137349838,r
14.60825691026814,8.72060565174958,8107.297683661376,g
-2.573994666788027,9.372093090192955,8163.13999969687,r
-19.425702260127157,8.890456161395049,8418.454107880872,r
-2.9550811472671477,2.9139518902745305,2346.5777263128302,r
-10.693826784721404,7.121661812597309,7627.035388344493,r
-18.64617225082493,8.216918963529695,4715.803094741062,r
-4.0536031953705995,3.712805826810741,1170.9022824543947,r
-9.770661107687205,7.489054367653759,4640.100944735334,r
-1.1233226255084574,0.07771322494156395,8986.65820929561,r
-10.002415062406318,8.321668948613208,6990.924612219642,r
1.2853272238280475,0.2813603972080935,8174.429570681475,g
2.867790694553867,4.594447109133213,6164.861978982598,g
5.983594550661057,1.068020699997874,3872.561825921092,g
-9.595122437829033,7.430656704963667,4307.279587112167,r
2.6412369911883027,4.453462976717343,3635.5536024846656,g
2.7416908488769383,3.3173346729174056,6381.745851152492,g
-12.971556358433753,6.766645605835827,5701.925549339029,r
-2.6871411808787435,6.176763406313307,4871.563602508098,r
-17.473849738108306,7.649863025499974,5344.2180936618515,r
-9.05236611054419,9.01793889877229,9059.982282674386,r
-1.2504221767276524,4.562157225002681,1744.1093678509428,r
-6.842837407675133,7.980545155924459,8872.594628019053,r
8.282723946856976,5.814688541072374,9274.944766700897,g
